,id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy"
16392,PHASE_2.5_2737,2017/06/11 07:15:28,06/2017,6.0,2017.0,45.0,2016 Ford C-Max Energi,0.0,0.0,0.0,0.0,125000.0,2.66,1.0,1.0,2.0,,0.0,30.01,2.0,65.0,0.0,2,16615.384615384613,
16393,PHASE_2.5_2738,2017/06/11 07:41:57,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,1.0,1.0,0.0,0.0,225000.0,-2.48,1.0,0.0,4.0,,0.0,12.56,3.0,35.0,0.0,2,7500.0,
16394,PHASE_2.5_2739,2017/06/11 07:55:50,06/2017,6.0,2017.0,45.0,2014 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,175000.0,2.73,1.0,1.0,4.0,215.98,1.0,2.11,2.0,65.0,0.0,2,6000.0,
16395,PHASE_2.5_2745,2017/06/12 09:21:25,06/2017,6.0,2017.0,44.0,2017 Chevrolet Volt,1.0,0.0,0.0,0.0,225000.0,2.45,1.0,1.0,4.0,354.79,1.0,,2.0,65.0,0.0,2,7600.0,
16396,PHASE_2.5_2744,2017/06/11 08:36:31,06/2017,6.0,2017.0,44.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,175000.0,-3.0,1.0,0.0,4.0,,0.0,3.78,3.0,45.0,0.0,2,14000.0,
16397,PHASE_2.5_2743,,,,,9.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,,,,,,,,,,,,2,,1.0
16398,PHASE_2.5_2742,,,,,9.0,2017 Chevrolet Volt,0.0,1.0,0.0,0.0,,,,,,,,,,,,3,,
16399,PHASE_2.5_2746,2017/06/11 12:15:36,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,75000.0,1.46,1.0,1.0,3.0,379.39,1.0,1.63,3.0,55.0,1.0,2,18280.0,
16400,PHASE_2.5_2747,2017/06/11 09:10:04,06/2017,6.0,2017.0,45.0,2013 Toyota Plug-in Prium,0.0,0.0,0.0,0.0,125000.0,2.66,1.0,1.0,3.0,477.9,8.0,4.89,2.0,65.0,0.0,2,16754.71698113208,
16401,PHASE_2.5_2748,2017/06/11 09:09:41,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,2.61,1.0,1.0,4.0,205.67,0.0,20.32,1.0,65.0,0.0,3,7722.461538461539,
16402,PHASE_2.5_2749,2017/06/11 10:08:52,06/2017,6.0,2017.0,44.0,2017 Toyota Prius Prime,1.0,0.0,1.0,0.0,175000.0,2.8,1.0,1.0,4.0,375.65,2200.0,19.07,2.0,75.0,0.0,2,13200.0,
16403,PHASE_2.5_2750,,,,,17.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,,,,,,,,,4.0,,0.0,2,,1.0
16404,PHASE_2.5_2751,2017/06/11 10:45:02,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,1.0,0.0,,,1.0,1.0,4.0,,0.0,16.95,3.0,55.0,0.0,1,12600.0,1.0
16405,PHASE_2.5_2752,2017/06/11 09:37:58,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,1.0,0.0,0.0,0.0,125000.0,2.8,1.0,1.0,2.0,113.32,0.0,16.46,2.0,55.0,0.0,2,15072.0,
16406,PHASE_2.5_2756,2017/06/11 09:47:17,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,1.0,0.0,0.0,275000.0,,1.0,1.0,3.0,,0.0,45.28,2.0,45.0,0.0,2,17473.333333333332,1.0
16407,PHASE_2.5_2754,2017/06/11 09:49:38,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,75000.0,2.63,1.0,1.0,4.0,125.45,4.0,4.21,2.0,75.0,0.0,2,10000.0,
16408,PHASE_2.5_2755,2017/06/11 09:49:41,06/2017,6.0,2017.0,45.0,2017 Chevrolet Bolt EV,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,4.0,305.98,0.0,3.07,2.0,75.0,0.0,3,7200.0,1.0
16409,PHASE_2.5_2757,2017/06/11 09:41:33,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,325000.0,2.64,1.0,1.0,4.0,229.14,0.0,13.18,8.0,45.0,0.0,4,10622.950819672133,
16410,PHASE_2.5_2758,2017/06/26 15:52:04,06/2017,6.0,2017.0,45.0,2015 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,500000.0,2.64,1.0,1.0,4.0,325.78,5.0,15.28,3.0,55.0,0.0,2,15724.137931034484,
16411,PHASE_2.5_2759,,,,,15.0,2015 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,,,,,,,,,1.0,35.0,0.0,1,,
16412,PHASE_2.5_2760,2017/06/22 07:08:46,06/2017,6.0,2017.0,45.0,2016 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,
16413,PHASE_2.5_2761,2017/06/11 10:13:09,06/2017,6.0,2017.0,45.0,2015 Toyota Prius Plug-in,1.0,0.0,0.0,0.0,225000.0,2.66,1.0,1.0,3.0,128.67,0.0,9.85,2.0,55.0,1.0,3,3840.0,
16414,PHASE_2.5_2762,2017/06/11 10:34:19,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,1.0,0.0,0.0,75000.0,1.17,1.0,1.0,3.0,847.61,53.0,8.9,4.0,25.0,0.0,2,26232.923076923074,
16415,PHASE_2.5_2763,2017/06/11 10:42:15,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,2.82,1.0,1.0,2.0,,0.0,1.61,2.0,55.0,0.0,2,9930.0,
16416,PHASE_2.5_2764,,,,,3.0,2017 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
16417,PHASE_2.5_2765,2017/06/16 23:42:42,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,1.0,0.0,75000.0,2.65,0.0,1.0,3.0,361.17,0.0,24.86,3.0,35.0,0.0,2,12000.0,1.0
16418,PHASE_2.5_2766,2017/06/11 10:43:51,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,375000.0,,1.0,1.0,4.0,337.9,1.0,28.1,4.0,55.0,1.0,2,10750.0,
16419,PHASE_2.5_2767,2017/06/29 15:24:52,06/2017,6.0,2017.0,45.0,2014 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,75000.0,2.81,0.0,0.0,2.0,,0.0,25.6,1.0,45.0,0.0,2,18857.142857142855,
16420,PHASE_2.5_2768,2017/06/11 10:51:26,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,1.0,0.0,,2.71,1.0,0.0,3.0,254.15,1.0,29.09,2.0,45.0,0.0,2,12000.0,1.0
16421,PHASE_2.5_2769,2017/06/11 10:48:40,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,325000.0,2.79,1.0,1.0,4.0,102.52,0.0,8.12,4.0,45.0,1.0,3,7688.0,1.0
16422,PHASE_2.5_2770,2017/06/11 11:00:16,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,1.0,0.0,0.0,125000.0,2.59,1.0,1.0,4.0,,0.0,5.21,2.0,55.0,0.0,2,6000.0,1.0
16423,PHASE_2.5_2771,2017/06/11 11:02:48,06/2017,6.0,2017.0,45.0,2016 Mercedes-Benz B-Class Electric Drive,1.0,1.0,0.0,0.0,425000.0,2.61,1.0,1.0,4.0,,0.0,16.75,3.0,25.0,1.0,2,8727.272727272728,1.0
16424,PHASE_2.5_2772,2017/06/11 15:00:40,06/2017,6.0,2017.0,45.0,2016 Tesla Model S,0.0,0.0,0.0,0.0,325000.0,2.84,1.0,1.0,3.0,1213.85,0.0,20.05,4.0,45.0,1.0,2,22786.666666666668,1.0
16425,PHASE_2.5_2773,2017/06/11 11:08:07,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,1.0,0.0,75000.0,-0.64,0.0,0.0,3.0,,0.0,9.16,2.0,25.0,0.0,2,5900.0,
16426,PHASE_2.5_2774,2017/06/11 11:31:57,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,275000.0,0.0,1.0,1.0,3.0,231.67,2.0,59.8,2.0,45.0,0.0,3,21331.199999999997,
16427,PHASE_2.5_2775,2017/06/11 11:40:01,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,125000.0,,1.0,1.0,2.0,370.51,1.0,,2.0,65.0,0.0,3,9818.181818181818,
16428,PHASE_2.5_2776,2017/06/11 15:27:13,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,1.0,0.0,0.0,125000.0,2.93,1.0,1.0,4.0,200.69,1.0,,2.0,65.0,0.0,3,4906.666666666667,
16429,PHASE_2.5_2777,,,,,22.0,2017 Chevrolet Volt,0.0,1.0,0.0,0.0,,,,,,,,14.47,4.0,55.0,0.0,4,,
16430,PHASE_2.5_2778,,,,,11.0,2016 Chevrolet Volt,0.0,0.0,1.0,0.0,,,,,,,,,,,,2,,
16431,PHASE_2.5_2779,,,,,31.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,,,,,,138.99,1.0,8.94,1.0,35.0,0.0,2,,
16432,PHASE_2.5_2780,2017/06/11 12:13:49,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,125000.0,2.47,1.0,1.0,4.0,270.01,0.0,70.49,4.0,45.0,0.0,2,35534.0,
16433,PHASE_2.5_2781,2017/06/11 12:11:05,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,125000.0,2.8,1.0,0.0,2.0,352.44,1.0,55.79,1.0,55.0,0.0,1,20571.428571428572,
16434,PHASE_2.5_2782,2017/06/11 12:07:16,06/2017,6.0,2017.0,45.0,2014 Toyota RAV4 EV,0.0,1.0,0.0,0.0,275000.0,2.49,1.0,1.0,4.0,196.86,0.0,,5.0,45.0,0.0,3,15000.0,1.0
16435,PHASE_2.5_2783,2017/06/12 17:08:18,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,,2.8,1.0,1.0,3.0,780.92,0.0,51.03,2.0,55.0,0.0,2,12000.0,
16436,PHASE_2.5_2784,2017/06/11 12:29:47,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,275000.0,2.87,1.0,1.0,4.0,85.58,0.0,18.0,4.0,45.0,0.0,2,13500.0,1.0
16437,PHASE_2.5_2785,,,,,40.0,2013 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,,2.76,,,,,0.0,9.96,2.0,55.0,1.0,2,,
16438,PHASE_2.5_2786,2017/06/11 13:53:09,06/2017,6.0,2017.0,45.0,2016 Volkswagen e-Golf,1.0,0.0,0.0,0.0,75000.0,2.81,0.0,0.0,2.0,482.32,0.0,2.64,2.0,55.0,0.0,2,4961.4,1.0
16439,PHASE_2.5_2787,,,,,17.0,2017 Chevrolet Volt,,,,,,,,,,,,,2.0,80.0,0.0,2,,
16440,PHASE_2.5_2788,2017/06/11 13:06:15,06/2017,6.0,2017.0,7.0,2016 Chevrolet  Volt,,,,,325000.0,2.46,1.0,1.0,4.0,,0.0,17.62,3.0,80.0,0.0,2,9000.0,
16441,PHASE_2.5_2789,2017/06/11 12:25:57,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,,,,,,,,,,,,,,,,1,,
16442,PHASE_2.5_2790,2017/06/11 12:56:43,06/2017,6.0,2017.0,45.0,2015 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,75000.0,,1.0,1.0,3.0,,0.0,6.35,3.0,55.0,0.0,3,9338.322580645163,
16443,PHASE_2.5_2791,,,,,12.0,2017 Tesla Model S,0.0,0.0,0.0,0.0,,,,,,,,10.73,2.0,65.0,1.0,2,,1.0
16444,PHASE_2.5_2792,,,,,,,,,,,,,,,,,,,,,,1,,
16445,PHASE_2.5_2793,2017/06/11 13:24:21,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,1.0,0.0,0.0,75000.0,2.91,0.0,,3.0,1937.75,5.0,38.18,5.0,35.0,0.0,3,14481.0,1.0
16446,PHASE_2.5_2794,2017/06/11 13:50:23,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,275000.0,2.77,1.0,1.0,4.0,386.44,0.0,70.7,4.0,45.0,0.0,4,7500.0,
16447,PHASE_2.5_2795,2017/06/11 13:29:56,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,225000.0,2.64,1.0,1.0,4.0,,0.0,21.74,4.0,25.0,1.0,3,9600.0,1.0
16448,PHASE_2.5_2796,2017/06/11 13:52:25,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,2.41,0.0,1.0,2.0,,0.0,22.89,1.0,45.0,0.0,1,16420.0,
16449,PHASE_2.5_2797,2017/06/11 17:03:33,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,75000.0,2.69,0.0,1.0,,,0.0,26.43,1.0,,,2,20000.0,
16450,PHASE_2.5_2798,2017/06/11 14:01:10,06/2017,6.0,2017.0,45.0,-1 -1 -1,,,,,,,,,,,,,,,,1,,
16451,PHASE_2.5_2799,2017/06/11 14:41:55,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,175000.0,2.65,0.0,0.0,4.0,250.38,0.0,13.16,4.0,55.0,0.0,4,5432.0,
16452,PHASE_2.5_2800,2017/06/11 15:13:09,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,125000.0,-3.0,1.0,0.0,3.0,1843.85,6.0,,2.0,75.0,0.0,3,7636.363636363636,
16453,PHASE_2.5_2801,2017/06/11 14:44:36,06/2017,6.0,2017.0,45.0,2016 Ford C-Max Energi,0.0,0.0,0.0,0.0,125000.0,2.78,0.0,0.0,4.0,,0.0,11.65,2.0,35.0,0.0,1,13000.0,
16454,PHASE_2.5_2802,2017/06/11 15:06:23,06/2017,6.0,2017.0,45.0,2014 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,75000.0,0.35,1.0,0.0,3.0,259.14,1.0,24.12,2.0,45.0,0.0,2,16457.142857142855,
16455,PHASE_2.5_2803,2017/06/11 15:12:12,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,175000.0,,1.0,0.0,4.0,545.1,0.0,14.19,3.0,35.0,0.0,2,8880.0,1.0
16456,PHASE_2.5_2804,,,,,4.0,2017 Chevrolet Volt,,,,,,,,,,,,,,,,1,,
16457,PHASE_2.5_2805,,,,,3.0,2017 Chevrolet Volt,,,,,,,,,,,,,,,,1,,
16458,PHASE_2.5_2807,2017/06/11 20:29:10,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,,-0.82,1.0,1.0,4.0,,0.0,12.87,4.0,,0.0,2,10935.0,1.0
16459,PHASE_2.5_2808,2017/06/11 15:53:30,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,1.0,1.0,0.0,225000.0,2.58,1.0,1.0,4.0,,0.0,27.44,2.0,25.0,1.0,2,11755.2,
16460,PHASE_2.5_2809,,,,,,,,,,,,,,,,,,,,,,1,,
16461,PHASE_2.5_2810,2017/06/11 16:30:01,06/2017,6.0,2017.0,45.0,2015 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,175000.0,2.59,1.0,0.0,4.0,281.94,7.0,3.83,1.0,65.0,0.0,1,7200.0,
16462,PHASE_2.5_2811,2017/06/11 16:02:46,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,1.0,0.0,0.0,125000.0,2.6,1.0,1.0,3.0,510.49,6.0,19.35,2.0,45.0,0.0,2,14400.0,
16463,PHASE_2.5_2812,2017/06/11 15:56:12,06/2017,6.0,2017.0,45.0,2016 Chevrolet Volt,0.0,0.0,0.0,0.0,375000.0,,0.0,1.0,4.0,131.59,2.0,12.31,3.0,35.0,0.0,2,11333.333333333334,
16464,PHASE_2.5_2813,2017/06/11 16:03:03,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,,2.77,1.0,1.0,4.0,2693.45,0.0,35.47,2.0,55.0,1.0,3,26129.032258064515,
16465,PHASE_2.5_2814,2017/06/11 16:05:20,06/2017,6.0,2017.0,45.0,2016 Tesla Model S,0.0,1.0,0.0,0.0,,0.4,1.0,1.0,3.0,102.34,5.0,14.71,2.0,55.0,0.0,3,14880.0,1.0
16466,PHASE_2.5_2815,2017/06/11 15:51:20,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
16467,PHASE_2.5_2816,,,,,40.0,2015 Nissan Leaf,0.0,0.0,1.0,0.0,,2.59,,,,143.45,0.0,5.38,2.0,75.0,0.0,2,,1.0
16468,PHASE_2.5_2818,2017/06/11 16:28:34,06/2017,6.0,2017.0,44.0,2015 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,125000.0,2.7,1.0,0.0,4.0,412.46,5.0,13.1,4.0,45.0,0.0,2,15150.0,
16469,PHASE_2.5_2819,2017/06/11 16:27:28,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,175000.0,2.79,0.0,1.0,4.0,728.0,11.0,13.87,3.0,35.0,0.0,2,19950.0,
16470,PHASE_2.5_2820,2017/06/11 16:24:34,06/2017,6.0,2017.0,44.0,2016 Nissan Leaf,0.0,1.0,0.0,0.0,175000.0,2.78,1.0,1.0,4.0,360.41,0.0,19.51,4.0,55.0,0.0,2,12600.0,1.0
16471,PHASE_2.5_2821,2017/06/11 16:53:12,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,1.0,0.0,0.0,275000.0,1.65,0.0,0.0,4.0,185.29,0.0,15.64,2.0,35.0,1.0,2,7333.333333333333,1.0
16472,PHASE_2.5_2822,2017/06/11 21:10:04,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,125000.0,2.83,1.0,1.0,3.0,452.61,5.0,8.85,2.0,75.0,0.0,3,17820.0,
16473,PHASE_2.5_2823,2017/06/11 18:08:02,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,0.28,1.0,1.0,3.0,323.67,0.0,9.96,2.0,55.0,0.0,3,13589.333333333332,1.0
16474,PHASE_2.5_2824,2017/06/11 17:28:56,06/2017,6.0,2017.0,45.0,2015 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,2.0,119.09,50.0,119.09,4.0,45.0,0.0,2,27009.600000000002,
16475,PHASE_2.5_2825,2017/06/14 21:43:31,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,1.0,1.0,1.0,0.0,125000.0,2.66,1.0,1.0,3.0,,0.0,7.96,2.0,45.0,0.0,2,6000.0,1.0
16476,PHASE_2.5_2826,2017/06/11 17:53:53,06/2017,6.0,2017.0,45.0,2016 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,2.52,1.0,1.0,3.0,550.58,4.0,24.83,4.0,55.0,0.0,3,16429.41176470588,
16477,PHASE_2.5_2827,2017/06/11 17:50:42,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,1.0,0.0,0.0,225000.0,0.0,1.0,1.0,3.0,408.85,0.0,40.89,4.0,45.0,0.0,4,21000.0,1.0
16478,PHASE_2.5_2828,2017/06/11 18:16:02,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,1.0,1.0,0.0,225000.0,2.59,1.0,1.0,4.0,476.06,0.0,,2.0,65.0,1.0,2,6771.4285714285725,1.0
16479,PHASE_2.5_2829,2017/06/11 18:08:42,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,0.0,0.0,,1.82,1.0,1.0,3.0,396.96,2.0,4.15,2.0,75.0,1.0,2,11178.0,
16480,PHASE_2.5_2830,,,,,7.0,2017 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
16481,PHASE_2.5_2831,2017/06/11 19:29:42,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,275000.0,0.0,1.0,1.0,4.0,381.33,0.0,30.11,4.0,35.0,0.0,3,12877.5,
16482,PHASE_2.5_2832,2017/06/11 18:42:43,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,125000.0,1.32,1.0,0.0,4.0,538.53,50.0,118.34,2.0,80.0,0.0,3,15137.704918032789,
16483,PHASE_2.5_2833,2017/06/11 18:46:07,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,1.0,0.0,0.0,,2.39,1.0,1.0,3.0,,0.0,6.86,3.0,65.0,0.0,2,12087.272727272728,1.0
16484,PHASE_2.5_2834,2017/06/11 18:27:27,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,2.0,1.0,1.0,,164.6,0.0,11.34,1.0,65.0,0.0,2,7000.0,1.0
16485,PHASE_2.5_2835,2017/06/11 19:28:29,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,2.62,1.0,1.0,4.0,180.14,2.0,35.88,1.0,75.0,1.0,1,13090.909090909092,1.0
16486,PHASE_2.5_2836,2017/06/11 18:45:18,06/2017,6.0,2017.0,45.0,2016 Ford C-Max Energi,0.0,0.0,1.0,0.0,75000.0,2.74,0.0,0.0,3.0,2537.23,5.0,,3.0,55.0,0.0,1,24000.0,
16487,PHASE_2.5_2837,2017/06/11 18:36:44,06/2017,6.0,2017.0,45.0,2014 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,175000.0,2.53,1.0,1.0,4.0,156.03,5.0,12.89,2.0,65.0,0.0,2,6000.0,
16488,PHASE_2.5_2838,2017/06/11 18:39:13,06/2017,6.0,2017.0,45.0,2016 BMW i3,1.0,0.0,0.0,0.0,175000.0,-0.93,1.0,1.0,4.0,497.6,0.0,1.83,2.0,25.0,1.0,2,30857.14285714286,1.0
16489,PHASE_2.5_2840,2017/06/11 19:36:01,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,2.53,1.0,0.0,3.0,119.81,2.0,27.35,2.0,55.0,1.0,2,10296.0,
16490,PHASE_2.5_2841,2017/06/11 19:18:43,06/2017,6.0,2017.0,45.0,2017 Chevrolet Bolt EV,,,,,175000.0,1.15,0.0,0.0,3.0,91.0,4.0,3.32,1.0,25.0,0.0,1,9000.0,1.0
16491,PHASE_2.5_2842,2017/06/14 09:59:12,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,1.0,1.0,0.0,0.0,175000.0,2.13,1.0,0.0,2.0,370.12,2.0,,3.0,35.0,0.0,2,42000.0,
16492,PHASE_2.5_2843,2017/06/11 19:03:14,06/2017,6.0,2017.0,45.0,2014 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,,2.5,1.0,1.0,4.0,374.27,1.0,,4.0,45.0,0.0,2,108387.09677419355,
16493,PHASE_2.5_2844,2017/06/11 19:20:22,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,2.93,1.0,1.0,2.0,,0.0,15.94,2.0,55.0,1.0,2,15000.0,1.0
16494,PHASE_2.5_2845,2017/06/11 20:52:43,06/2017,6.0,2017.0,45.0,2017 Chevrolet Volt,0.0,0.0,0.0,0.0,75000.0,1.62,0.0,0.0,4.0,333.56,0.0,16.9,2.0,35.0,0.0,2,11992.0,
16495,PHASE_2.5_2846,,,,,0.0,,,,,,,,,,,,,,,,,1,,
16496,PHASE_2.5_2847,,,,,9.0,2017 Chevrolet Volt,0.0,0.0,1.0,0.0,,,,,,,,,,,,2,,
16497,PHASE_2.5_2848,,,,,18.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,,,,,,,,,4.0,35.0,1.0,2,,
16498,PHASE_2.5_2849,2017/06/11 19:57:17,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,225000.0,0.91,0.0,0.0,4.0,361.55,0.0,0.02,1.0,45.0,0.0,2,6000.0,1.0
16499,PHASE_2.5_2850,,,,,32.0,2012 Toyota Prius Plug-in,0.0,0.0,0.0,0.0,,,,,,790.83,2.0,19.03,2.0,55.0,1.0,2,,
16500,PHASE_2.5_2851,2017/06/11 20:22:57,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,0.94,,1.0,4.0,,0.0,24.18,1.0,55.0,1.0,1,17333.333333333332,1.0
16501,PHASE_2.5_2852,2017/06/11 22:04:59,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,1.0,0.0,0.0,0.0,175000.0,2.74,1.0,1.0,4.0,354.83,3.0,41.72,2.0,65.0,1.0,2,13028.57142857143,
16502,PHASE_2.5_2853,,,,,7.0,2017 Chevrolet Volt,,,,,,,,,,,,,,,,1,,
16503,PHASE_2.5_2854,2017/06/11 20:39:31,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,2.34,0.0,0.0,3.0,,0.0,14.06,1.0,35.0,1.0,2,9000.0,1.0
16504,PHASE_2.5_2855,2017/06/11 21:20:46,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,75000.0,2.89,1.0,1.0,3.0,95.59,0.0,5.47,2.0,65.0,1.0,2,5148.0,1.0
16505,PHASE_2.5_2856,2017/06/11 20:51:05,06/2017,6.0,2017.0,45.0,2017 Toyota Prius Prime,0.0,0.0,1.0,0.0,75000.0,0.0,0.0,0.0,3.0,167.96,2.0,10.28,2.0,45.0,1.0,1,14300.0,
16506,PHASE_2.5_2857,,,,,4.0,2017 Nissan Leaf,,,,,,,,,,,,,,,,1,,1.0
16507,PHASE_2.5_2858,2017/06/11 21:14:32,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,275000.0,0.0,1.0,1.0,4.0,312.63,0.0,5.98,4.0,45.0,1.0,2,10062.857142857143,1.0
16508,PHASE_2.5_2859,2017/06/12 12:05:38,06/2017,6.0,2017.0,45.0,2012 Toyota Prius Plug-in,0.0,0.0,1.0,0.0,325000.0,-0.86,1.0,0.0,4.0,300.61,15.0,2.08,1.0,55.0,0.0,2,26129.032258064515,
16509,PHASE_2.5_2860,2017/06/11 21:18:32,06/2017,6.0,2017.0,45.0,2017 Nissan Leaf,0.0,0.0,0.0,0.0,175000.0,2.59,1.0,1.0,3.0,81.6,0.0,3.73,4.0,45.0,0.0,2,-106680.0,1.0
16510,PHASE_2.5_2861,2017/06/11 21:41:52,06/2017,6.0,2017.0,45.0,2016 Nissan Leaf,0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,3.0,170.2,0.0,32.55,2.0,55.0,0.0,3,13878.857142857145,1.0
